price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,sqft_basement,yr_built,city,country
467000.0,3.0,2.25,1270,1213,0,230,2005,Seattle,USA
480000.0,4.0,2.75,2050,3960,0,870,1986,Seattle,USA
755000.0,6.0,2.0,2150,4505,0,880,1952,Seattle,USA
760000.0,4.0,1.75,2450,13300,0,820,1987,Bellevue,USA
387000.0,2.0,2.25,1230,1280,0,270,2012,Seattle,USA
925000.0,4.0,2.25,2260,41984,0,0,1967,Kirkland,USA
415000.0,2.0,1.0,1050,60113,0,0,1943,Auburn,USA
263000.0,3.0,1.75,1570,7775,0,0,1982,Kent,USA
519900.0,4.0,2.0,1820,9350,0,0,1967,Redmond,USA
570000.0,2.0,1.75,1540,4025,0,350,1908,Seattle,USA
450000.0,3.0,1.5,2060,44866,0,0,1953,Woodinville,USA
1300000.0,4.0,3.5,4380,74052,0,0,2001,Redmond,USA
300000.0,3.0,1.0,1090,9900,0,0,1955,Redmond,USA
320000.0,3.0,1.75,1480,7225,0,0,1965,Renton,USA
387500.0,4.0,1.0,1320,4440,0,0,1929,Seattle,USA
458000.0,1.0,2.25,2140,10350,0,670,1976,Woodinville,USA
1212500.0,4.0,3.5,4560,16643,0,2330,1995,Bellevue,USA
380000.0,4.0,3.0,2800,9764,0,0,2002,Maple Valley,USA
200000.0,3.0,1.0,1050,5000,0,0,1967,Renton,USA
385000.0,3.0,1.5,1490,9630,0,0,1959,Kenmore,USA
396675.0,2.0,1.0,1730,6375,0,0,1945,Seattle,USA
452000.0,4.0,1.0,1210,3760,0,0,1900,Seattle,USA
426000.0,4.0,2.5,2800,8494,0,0,2004,Maple Valley,USA
792000.0,3.0,1.5,1570,1050,0,0,1915,Seattle,USA
315000.0,3.0,2.25,1400,31626,0,260,1987,Auburn,USA
1275000.0,4.0,2.0,2850,7861,0,1400,1970,Seattle,USA
326000.0,6.0,3.0,1880,7200,0,0,1966,Renton,USA
268500.0,2.0,1.0,790,8424,0,0,1953,Shoreline,USA
440000.0,2.0,1.75,1300,4000,0,0,1948,Seattle,USA
300000.0,3.0,1.0,2120,7735,0,1060,1967,Renton,USA
525000.0,3.0,1.5,1540,4773,0,0,1941,Seattle,USA
978000.0,4.0,2.75,2620,13777,0,900,1926,Seattle,USA
1125000.0,6.0,3.0,2880,3192,0,700,1919,Seattle,USA
700000.0,4.0,1.0,1680,4021,0,0,1921,Seattle,USA
315000.0,2.0,1.0,790,6969,0,0,1955,Redmond,USA
309000.0,3.0,1.0,1092,7500,0,0,1918,Seattle,USA
219950.0,3.0,1.5,1650,9936,0,560,1967,Federal Way,USA
289000.0,3.0,2.5,2090,4700,0,0,2002,Covington,USA
210000.0,4.0,1.75,2180,28710,0,1000,1950,SeaTac,USA
260000.0,4.0,2.5,1990,6671,0,0,1989,Federal Way,USA
699000.0,4.0,2.5,2650,7945,0,0,2006,Seattle,USA
1800000.0,4.0,3.5,4460,16953,0,1910,1962,Medina,USA
299950.0,3.0,1.0,910,8000,0,170,1950,Shoreline,USA
749950.0,3.0,2.5,2770,10773,0,0,1992,Bellevue,USA
1100000.0,3.0,2.0,2390,6888,0,0,1939,Seattle,USA
555000.0,3.0,2.5,3050,158558,0,0,1987,Renton,USA
384000.0,3.0,2.5,1700,4000,0,0,2003,Snoqualmie,USA
499950.0,5.0,3.5,3200,43560,0,0,1989,Renton,USA
430000.0,3.0,1.75,1200,4500,0,0,1906,Seattle,USA
350000.0,4.0,2.25,2220,6953,0,0,1999,Maple Valley,USA
620000.0,3.0,2.5,2480,9041,0,0,2004,Redmond,USA
765000.0,4.0,2.25,2560,12100,0,800,1976,Redmond,USA
250000.0,4.0,1.5,2500,6300,0,1000,1961,Kent,USA
376000.0,2.0,1.0,1150,4000,0,0,1947,Seattle,USA
475000.0,4.0,1.75,1650,7775,0,500,1950,Seattle,USA
120750.0,3.0,1.75,1140,9628,0,0,1969,Federal Way,USA
1690000.0,3.0,1.75,3400,8965,0,1580,1957,Seattle,USA
330000.0,3.0,1.0,1180,43124,0,0,1959,Issaquah,USA
619500.0,3.0,2.5,1700,4105,0,0,1992,Seattle,USA
345000.0,3.0,1.5,1240,11200,0,0,1954,Bellevue,USA
598000.0,5.0,2.25,2890,12478,0,0,1977,Sammamish,USA
335000.0,3.0,1.0,1060,10050,0,0,1967,Kenmore,USA
372500.0,4.0,1.75,1590,10523,0,0,1922,Shoreline,USA
300000.0,6.0,5.25,2860,5682,0,0,1978,Auburn,USA
194000.0,1.0,1.0,820,1060,0,60,2007,Seattle,USA
507500.0,3.0,2.0,2020,8118,0,1000,1963,Bellevue,USA
325000.0,4.0,2.25,1870,9680,0,700,1959,Kirkland,USA
329900.0,3.0,2.5,2170,4905,0,0,2004,Maple Valley,USA
329000.0,4.0,2.5,1600,6765,0,770,1947,Seattle,USA
494000.0,4.0,1.75,2090,4300,0,840,1925,Seattle,USA
206000.0,4.0,2.0,1700,6025,0,0,1978,Auburn,USA
423000.0,4.0,1.75,1940,6909,0,970,1941,Seattle,USA
259000.0,3.0,1.0,1320,8625,0,0,1957,Renton,USA
879950.0,4.0,2.25,3500,13875,0,1670,1938,Seattle,USA
345600.0,5.0,3.5,2800,5120,0,0,1903,Seattle,USA
395000.0,3.0,1.5,1080,2940,0,0,1920,Seattle,USA
625000.0,4.0,2.5,3550,8048,0,0,2007,Snoqualmie,USA
439000.0,3.0,2.0,2010,251341,0,500,2003,Duvall,USA
380000.0,3.0,1.75,1690,1468,0,310,2008,Seattle,USA
440000.0,3.0,1.5,1270,1443,0,0,2007,Seattle,USA
415000.0,3.0,2.25,1970,2377,0,290,2008,Seattle,USA
860000.0,4.0,2.75,3160,8097,0,0,2014,Kirkland,USA
500000.0,3.0,2.5,1210,1200,0,0,2008,Seattle,USA
953007.0,4.0,3.5,3120,5086,0,640,2008,Seattle,USA
515000.0,4.0,2.5,2670,8765,0,0,2006,Renton,USA
772000.0,3.0,2.25,1640,1204,0,0,2014,Seattle,USA
329995.0,4.0,2.5,2303,3680,0,0,2013,Auburn,USA
409316.0,3.0,2.5,1800,3168,0,0,2014,Snoqualmie,USA
490000.0,5.0,3.5,4460,2975,0,1180,2013,Seattle,USA
305000.0,2.0,2.5,1590,2656,0,370,2009,Seattle,USA
785000.0,4.0,3.5,3070,4684,0,880,2009,Issaquah,USA
240000.0,2.0,1.75,1330,7200,0,0,1993,SeaTac,USA
325000.0,3.0,1.0,990,6750,0,0,1947,Seattle,USA
535800.0,4.0,2.5,1900,5790,0,0,1994,Issaquah,USA
720000.0,3.0,2.5,2020,1159,0,0,2000,Seattle,USA
374000.0,3.0,1.75,2000,9416,0,0,1961,Kirkland,USA
189650.0,2.0,1.75,1100,7600,0,0,1980,Des Moines,USA
420850.0,1.0,1.0,960,40946,0,0,1945,Carnation,USA
815000.0,4.0,2.75,3488,9614,0,0,1998,Redmond,USA
1065000.0,2.0,1.75,1890,9466,0,0,1987,Bellevue,USA
199000.0,4.0,2.0,2030,8120,0,0,1950,Seattle,USA
195000.0,3.0,1.75,1380,7350,0,390,1981,Covington,USA
1506000.0,4.0,3.25,3660,5800,0,300,1909,Seattle,USA
288400.0,3.0,2.25,1870,3230,0,0,1997,Renton,USA
442000.0,4.0,2.25,2080,12007,0,860,1979,Sammamish,USA
619420.0,4.0,2.75,2450,14803,0,0,1988,Newcastle,USA
635000.0,4.0,2.25,2750,6180,0,1250,1948,Seattle,USA
210000.0,3.0,1.0,1240,4842,0,0,1916,Seattle,USA
512500.0,3.0,2.5,1900,7604,0,0,1990,Kirkland,USA
567000.0,3.0,2.5,2540,6093,0,0,1999,Kirkland,USA
525000.0,3.0,2.75,2100,10362,0,590,1998,Snoqualmie Pass,USA
475000.0,4.0,2.0,1790,2250,0,950,1909,Seattle,USA
250000.0,3.0,2.0,1170,7258,0,0,1984,Auburn,USA
220000.0,3.0,1.0,1060,9126,0,0,1956,Enumclaw,USA
230000.0,5.0,2.0,1930,6120,0,0,1941,Seattle,USA
385500.0,3.0,2.0,1540,7947,0,420,1961,Bothell,USA
895000.0,5.0,3.0,2876,13927,0,906,1973,Mercer Island,USA
368250.0,3.0,2.5,2150,7484,0,0,1988,Sammamish,USA
249900.0,2.0,1.0,1140,5500,0,0,1947,Seattle,USA
350000.0,3.0,1.5,980,7790,0,0,1969,Kirkland,USA
175000.0,3.0,1.75,1230,13056,0,0,1962,Auburn,USA
270000.0,3.0,1.75,1390,10905,0,530,1957,Seattle,USA
495000.0,3.0,3.5,2380,6250,0,710,1997,Seattle,USA
1580000.0,3.0,3.25,3690,7200,0,0,2007,Kirkland,USA
542500.0,5.0,3.25,3010,1074218,0,1000,1931,Issaquah,USA
330000.0,3.0,1.0,1250,9126,0,0,1969,Woodinville,USA
1003000.0,4.0,2.75,2290,6120,0,120,1926,Seattle,USA
299800.0,2.0,1.0,790,5240,0,0,1925,Seattle,USA
299900.0,3.0,2.5,2720,6014,0,0,2002,Auburn,USA
691000.0,4.0,2.75,2550,8632,0,850,1972,Kirkland,USA
195000.0,2.0,1.0,1080,3899,0,0,1972,Des Moines,USA
405000.0,3.0,1.75,2470,9620,0,900,1962,Des Moines,USA
360000.0,2.0,0.75,850,7710,0,300,1909,Seattle,USA
256750.0,3.0,2.5,1990,8991,0,420,1969,Kent,USA
332500.0,3.0,2.25,1800,10500,0,0,1995,Maple Valley,USA
975000.0,5.0,4.0,4850,36450,0,0,1977,Bellevue,USA
218000.0,3.0,1.0,1020,7874,0,0,1956,Seattle,USA
429000.0,3.0,2.5,2420,49928,0,560,1985,Issaquah,USA
589000.0,4.0,2.5,2910,5776,0,0,1998,Snoqualmie,USA
255000.0,3.0,1.5,1060,9039,0,0,1973,Renton,USA
668750.0,4.0,2.5,2340,6420,0,750,1964,Shoreline,USA
344500.0,4.0,2.75,1800,5453,0,750,2002,Renton,USA
452000.0,4.0,2.0,1660,6150,0,810,1945,Seattle,USA
540000.0,3.0,1.75,1300,62290,0,0,1983,Redmond,USA
246000.0,3.0,1.5,1780,23819,0,0,1953,Seattle,USA
535000.0,2.0,1.0,1030,4841,0,110,1939,Seattle,USA
970000.0,4.0,3.25,2790,5420,0,1660,1963,Shoreline,USA
430000.0,3.0,1.0,1150,3000,0,0,1906,Seattle,USA
520000.0,4.0,2.5,3290,11446,0,0,1992,Kenmore,USA
712000.0,4.0,2.5,3400,247421,0,0,2001,Ravensdale,USA
450000.0,2.0,1.0,1200,4000,0,130,1940,Seattle,USA
220000.0,4.0,2.5,2160,8005,0,0,1993,Pacific,USA
525000.0,3.0,1.0,1450,4000,0,500,1948,Seattle,USA
1220000.0,4.0,2.5,3240,3600,0,1180,2008,Seattle,USA
540000.0,3.0,2.0,1470,1691,0,470,2007,Seattle,USA
600000.0,4.0,2.5,2360,5226,0,0,2001,Kirkland,USA
600000.0,3.0,2.25,2230,9053,0,0,1987,Bellevue,USA
625000.0,4.0,2.5,2630,48706,0,0,1986,Woodinville,USA
150000.0,3.0,1.0,1010,25000,0,0,1966,Carnation,USA
389999.0,3.0,2.25,1445,1471,0,145,2003,Issaquah,USA
285000.0,3.0,1.75,2380,6000,0,1060,1935,Seattle,USA
744000.0,4.0,2.75,2830,13059,0,0,1998,Sammamish,USA
700000.0,4.0,2.5,3010,46173,0,0,1996,Redmond,USA
318989.0,4.0,2.25,2000,9000,0,0,1978,Federal Way,USA
556000.0,3.0,2.25,2020,3600,0,0,1998,Kirkland,USA
275000.0,3.0,2.5,2030,6326,0,0,1993,Maple Valley,USA
430000.0,3.0,2.75,2550,11160,0,0,1994,Shoreline,USA
300000.0,2.0,1.0,970,13700,0,0,1949,Seattle,USA
396450.0,3.0,1.75,1540,12446,0,0,1967,Issaquah,USA
225000.0,2.0,1.0,1396,111949,0,0,1940,Redmond,USA
700000.0,4.0,3.25,2780,7875,0,0,2006,Seattle,USA
260000.0,6.0,2.0,2220,8797,0,0,1977,Auburn,USA
655000.0,4.0,3.5,2350,13402,0,680,1994,Kirkland,USA
1185000.0,3.0,2.25,2760,40946,0,0,1978,Bellevue,USA
1550000.0,3.0,2.5,4460,26027,0,0,1992,Kirkland,USA
413800.0,3.0,2.0,1440,4421,0,0,2007,Redmond,USA
950000.0,5.0,3.75,5330,6000,0,1760,2006,Issaquah,USA
334990.0,4.0,2.5,2220,4228,0,0,2014,Seattle,USA
2700000.0,5.0,4.75,5305,8401,0,1560,2005,Kirkland,USA
1030000.0,3.0,4.0,3880,13095,0,180,2009,Kirkland,USA
1130000.0,4.0,3.25,3810,8519,0,1130,2007,Kirkland,USA
556000.0,3.0,3.0,1960,1168,0,360,2007,Issaquah,USA
360000.0,3.0,2.5,1530,1131,0,0,2009,Seattle,USA
480000.0,4.0,2.25,3250,34293,0,0,1983,Kent,USA
324000.0,3.0,2.5,1750,7208,0,0,1994,Renton,USA
1050000.0,4.0,3.25,3440,35021,0,0,1983,Kirkland,USA
275000.0,1.0,0.75,1170,14149,0,290,1962,Enumclaw,USA
180000.0,3.0,1.0,870,5330,0,0,1969,Covington,USA
749000.0,4.0,2.5,2930,18199,0,0,1998,Sammamish,USA
1600000.0,3.0,2.5,3160,12824,0,1340,1966,Bellevue,USA
373500.0,2.0,1.0,800,3330,0,0,1918,Seattle,USA
770000.0,4.0,2.5,2350,8001,0,0,1987,Bellevue,USA
356000.0,2.0,1.75,1060,16470,0,0,1977,Woodinville,USA
625000.0,3.0,1.75,2060,12558,0,710,1984,Redmond,USA
494400.0,2.0,1.75,1560,1750,0,780,1904,Seattle,USA
585000.0,4.0,1.75,3000,42200,0,1500,1950,Renton,USA
926300.0,3.0,1.5,1660,4800,0,0,1907,Seattle,USA
600000.0,3.0,1.75,1650,5100,0,610,1908,Seattle,USA
430000.0,4.0,3.0,3220,8936,0,770,1990,Kent,USA
307000.0,3.0,1.5,2320,7500,0,0,1976,Duvall,USA
604700.0,4.0,2.75,2750,14982,0,1030,1981,Des Moines,USA
219900.0,3.0,1.0,910,6000,0,0,1956,Seattle,USA
270000.0,2.0,1.5,840,867,0,0,2005,Seattle,USA
432000.0,3.0,2.25,1470,1578,0,380,2007,Seattle,USA
300000.0,6.0,2.0,2040,10812,0,0,1943,Renton,USA
361000.0,3.0,1.0,1100,4046,0,0,1922,Des Moines,USA
249950.0,2.0,1.0,940,8532,0,0,1959,Burien,USA
320000.0,3.0,2.0,1110,10500,0,0,1978,North Bend,USA
305000.0,4.0,1.75,2200,8100,0,800,1942,Seattle,USA
503000.0,2.0,1.75,2860,59612,1,1350,1948,Federal Way,USA
235750.0,2.0,1.0,740,11250,0,0,1938,Seattle,USA
657000.0,4.0,1.75,2740,8520,0,1370,1954,Seattle,USA
385000.0,3.0,1.0,1250,7300,0,0,1956,Bellevue,USA
389950.0,4.0,2.5,3140,8060,0,0,1991,Federal Way,USA
150000.0,2.0,1.0,820,10270,0,0,1954,Seattle,USA
254500.0,4.0,2.75,2570,7264,0,850,1998,Auburn,USA
555000.0,4.0,2.25,2350,8140,0,920,1977,Bellevue,USA
1075000.0,4.0,3.0,3600,9200,0,1500,1976,Bellevue,USA
245000.0,4.0,2.0,1580,8000,0,540,1967,Federal Way,USA
319950.0,2.0,1.0,1070,5824,0,0,1949,Seattle,USA
337000.0,3.0,1.0,1070,6109,0,0,1951,Seattle,USA
492000.0,4.0,2.0,1640,5000,0,0,1907,Seattle,USA
1170000.0,3.0,2.75,2890,12130,0,60,1987,Kirkland,USA
348580.0,3.0,1.0,1220,7876,0,0,1966,Kirkland,USA
180000.0,2.0,1.0,1400,4500,0,500,1922,Renton,USA
400000.0,3.0,1.0,1040,6250,0,0,1942,Seattle,USA
295000.0,4.0,2.0,980,10640,0,0,1978,North Bend,USA
910000.0,4.0,3.25,3340,10890,0,1100,1963,Redmond,USA
1150000.0,6.0,4.5,6040,219542,0,1940,1996,Issaquah,USA
431500.0,3.0,3.5,1900,1612,0,470,2008,Seattle,USA
180000.0,4.0,1.5,1740,7292,0,720,1962,SeaTac,USA
677000.0,3.0,2.0,2000,3207,0,900,1916,Seattle,USA
1180500.0,3.0,1.75,1610,7200,0,520,1973,Seattle,USA
635700.0,4.0,2.5,3240,13978,0,1380,1977,Sammamish,USA
482000.0,5.0,2.25,2230,9600,0,910,1978,Woodinville,USA
168000.0,2.0,2.5,1160,2174,0,0,1998,Seattle,USA
805000.0,4.0,2.75,2410,6000,0,1000,1950,Seattle,USA
398000.0,2.0,1.0,590,10945,0,0,1983,Black Diamond,USA
665000.0,4.0,2.5,2600,17388,0,0,1996,Newcastle,USA
592500.0,4.0,3.0,2170,8240,0,800,1968,Redmond,USA
940000.0,4.0,2.75,2080,4000,0,0,1912,Seattle,USA
655000.0,4.0,2.5,2860,12394,0,0,1999,Sammamish,USA
622500.0,4.0,2.5,2980,8107,0,0,2000,Snoqualmie,USA
380000.0,2.0,2.5,1230,987,0,170,2011,Seattle,USA
648360.0,4.0,1.75,2260,7005,0,1130,1947,Kirkland,USA
432000.0,3.0,2.75,2200,14925,0,1100,1982,Redmond,USA
1050000.0,4.0,2.5,3030,12590,0,0,1988,Bellevue,USA
353250.0,2.0,1.0,1060,1600,0,0,1979,Seattle,USA
1000000.0,4.0,3.0,4260,18687,0,0,1996,Sammamish,USA
320000.0,3.0,2.25,998,844,0,200,2007,Seattle,USA
349900.0,4.0,2.5,2052,3723,0,0,2014,Federal Way,USA
330000.0,4.0,3.5,3150,6202,0,0,2005,Kent,USA
408000.0,3.0,2.25,1950,7221,0,0,2006,SeaTac,USA
321000.0,3.0,2.25,1347,1292,0,0,2010,Seattle,USA
1051000.0,4.0,3.75,3860,5474,0,0,2007,Issaquah,USA
2150000.0,4.0,5.5,5060,10320,0,0,2008,Bellevue,USA
359000.0,3.0,1.5,1360,885,0,0,2008,Seattle,USA
300000.0,5.0,2.5,2760,6000,0,0,2006,Seattle,USA
380000.0,5.0,3.5,2420,4670,0,0,2013,Seattle,USA
660000.0,3.0,2.5,2450,4332,0,0,2010,Redmond,USA
355000.0,3.0,2.25,1280,959,0,0,2005,Seattle,USA
259000.0,3.0,2.5,1550,3569,0,0,2011,Auburn,USA
353000.0,1.0,1.0,550,1279,0,0,2008,Seattle,USA
430000.0,2.0,2.5,1520,1588,0,280,2007,Seattle,USA
460000.0,3.0,1.0,1670,4005,0,500,1939,Seattle,USA
80000.0,1.0,0.75,430,5050,0,0,1912,Carnation,USA
782000.0,4.0,2.5,2380,9614,0,0,1991,Bellevue,USA
218000.0,3.0,1.0,960,9633,0,0,1982,Enumclaw,USA
325000.0,3.0,1.0,1920,6862,0,800,1952,Seattle,USA
980000.0,4.0,3.0,3680,5854,0,1620,1967,Seattle,USA
902000.0,4.0,2.25,2530,9200,0,960,1976,Bellevue,USA
556000.0,5.0,2.5,3840,16905,0,0,1991,Federal Way,USA
662990.0,3.0,1.75,1240,3600,0,0,1926,Seattle,USA
225000.0,2.0,1.0,1300,11867,0,0,1975,Ravensdale,USA
439950.0,4.0,2.5,2380,12067,0,0,2002,Renton,USA
175000.0,2.0,1.0,1300,44431,0,0,1958,Auburn,USA
306000.0,2.0,1.0,780,13500,0,0,1946,Woodinville,USA
235000.0,4.0,2.5,1810,39639,0,580,1970,Kent,USA
399500.0,3.0,1.75,2420,12676,0,0,1911,North Bend,USA
478000.0,3.0,1.0,1280,2580,0,0,1910,Seattle,USA
515000.0,2.0,1.0,1680,6500,0,540,1941,Seattle,USA
550000.0,3.0,2.5,2510,5400,0,0,1992,Renton,USA
149000.0,3.0,1.0,1700,8645,0,0,1955,Seattle,USA
526000.0,3.0,1.75,1680,3420,0,720,1992,Seattle,USA
527550.0,1.0,0.75,820,59677,0,0,1999,Snoqualmie,USA
1050000.0,3.0,4.0,4380,42769,0,0,1983,Redmond,USA
625000.0,3.0,2.5,2600,10092,0,0,1984,Sammamish,USA
950000.0,5.0,3.25,3400,7452,0,0,1999,Bellevue,USA
377691.0,5.0,1.75,2120,8399,0,800,1942,Shoreline,USA
648475.0,4.0,2.75,2250,5700,0,1050,1951,Seattle,USA
383000.0,3.0,1.0,1800,5612,0,600,1942,Seattle,USA
535000.0,3.0,2.5,2210,7620,0,0,1994,Redmond,USA
449950.0,3.0,2.0,1560,4080,0,0,1923,Seattle,USA
465425.0,4.0,2.75,2430,20720,0,0,1967,Woodinville,USA
675000.0,4.0,2.5,2560,36601,0,0,1987,Sammamish,USA
599000.0,3.0,2.75,1960,2500,0,550,1926,Seattle,USA
416000.0,3.0,1.5,1110,9762,0,0,1963,Redmond,USA
595000.0,2.0,1.5,1030,4500,0,200,1924,Seattle,USA
200000.0,4.0,1.0,1350,11507,0,0,1966,Renton,USA
402000.0,3.0,2.0,1540,1827,0,0,2005,Issaquah,USA
433000.0,4.0,1.75,1830,9600,0,820,1966,Bellevue,USA
275000.0,4.0,1.5,1930,15531,0,0,1979,Federal Way,USA
410000.0,3.0,2.0,1650,9641,0,0,1983,Kirkland,USA
554820.0,4.0,2.0,3510,12905,0,1300,1965,Burien,USA
1325000.0,4.0,3.0,3370,7920,0,1510,1988,Seattle,USA
735000.0,3.0,2.5,2390,9157,0,0,1984,Redmond,USA
607000.0,3.0,1.0,1230,8114,0,0,1951,Bellevue,USA
549900.0,4.0,3.0,2830,213879,0,0,1987,Auburn,USA
258000.0,3.0,1.75,1620,7540,0,310,1988,Maple Valley,USA
661254.0,4.0,4.0,2290,6250,0,600,1940,Seattle,USA
945000.0,4.0,2.0,2840,13367,0,1420,1952,Clyde Hill,USA
799950.0,4.0,3.5,4220,196817,0,0,1993,Auburn,USA
132500.0,3.0,1.0,1080,10500,0,0,1967,Auburn,USA
467100.0,3.0,1.75,1620,8645,0,430,1973,Redmond,USA
1610000.0,4.0,3.5,4390,11600,0,1330,1990,Mercer Island,USA
641000.0,3.0,1.75,1620,3975,0,680,1926,Seattle,USA
350000.0,3.0,1.0,1010,11244,0,0,1947,Shoreline,USA
335000.0,4.0,2.5,1750,8476,0,510,1983,Renton,USA
900000.0,3.0,3.5,4080,217697,0,0,2000,Auburn,USA
440000.0,4.0,2.5,2560,10400,0,1280,1965,Issaquah,USA
464600.0,3.0,1.75,1120,5500,0,0,1925,Seattle,USA
1200000.0,4.0,3.5,4740,172497,0,0,2003,Redmond,USA
300000.0,2.0,1.0,1340,7788,0,0,1947,Seattle,USA
670500.0,4.0,2.0,1590,6750,0,0,1951,Seattle,USA
552000.0,3.0,1.0,1430,5000,0,350,1919,Seattle,USA
244000.0,4.0,1.0,1450,8960,0,0,1943,Seattle,USA
788600.0,4.0,2.75,3500,7200,0,0,2005,Redmond,USA
445000.0,3.0,2.0,1630,8702,0,0,1987,Renton,USA
530000.0,4.0,1.75,1814,5000,0,870,1951,Seattle,USA
90000.0,2.0,1.0,580,7500,0,0,1943,Seattle,USA
585000.0,3.0,2.0,1670,4572,0,0,1931,Seattle,USA
498000.0,2.0,2.0,1140,8282,0,0,1924,Kirkland,USA
379000.0,2.0,1.0,800,6380,0,0,1940,Seattle,USA
462000.0,3.0,1.75,1300,2580,0,480,1919,Seattle,USA
388000.0,4.0,2.5,2440,7155,0,0,1993,Renton,USA
255000.0,3.0,2.0,1490,8371,0,0,1984,Kent,USA
665000.0,3.0,2.75,1800,9550,0,480,1966,Bellevue,USA
550000.0,3.0,2.0,1830,9152,0,0,1959,Bellevue,USA
606000.0,3.0,1.0,1500,3920,0,500,1947,Seattle,USA
334000.0,4.0,2.5,2210,6080,0,800,1965,Seattle,USA
360000.0,3.0,2.0,1270,1323,0,0,2006,Seattle,USA
235000.0,2.0,1.0,1140,1730,0,130,2007,Seattle,USA
580000.0,3.0,2.5,1620,1173,0,150,2008,Seattle,USA
355000.0,3.0,2.0,1220,1186,0,0,2007,Seattle,USA
375000.0,2.0,2.5,750,1430,0,0,2006,Seattle,USA
372000.0,4.0,1.75,1960,9300,0,620,1979,North Bend,USA
479000.0,3.0,1.0,1370,3000,0,0,1924,Seattle,USA
2000000.0,5.0,4.0,4580,4443,1,0,2004,Sammamish,USA
1680000.0,4.0,4.25,5584,68257,0,0,1998,Carnation,USA
501000.0,2.0,1.0,1010,4320,0,0,1924,Seattle,USA
245000.0,3.0,1.75,1260,6908,0,0,1994,Maple Valley,USA
496700.0,3.0,2.5,1740,5782,0,0,1989,Issaquah,USA
347000.0,4.0,1.5,2670,10026,0,0,1996,Auburn,USA
199000.0,2.0,1.0,720,7200,0,0,1943,Renton,USA
440500.0,3.0,2.5,2460,4399,0,0,2007,Snoqualmie,USA
820000.0,4.0,2.5,3670,7000,0,0,2005,Sammamish,USA
325000.0,4.0,3.5,2630,3435,0,990,1984,SeaTac,USA
195000.0,3.0,1.75,1570,8459,0,0,1991,Enumclaw,USA
675000.0,3.0,3.0,2980,28000,0,1160,1981,Redmond,USA
295000.0,3.0,2.5,1560,4200,0,0,2003,Maple Valley,USA
355300.0,3.0,2.5,1620,7410,0,0,1955,Shoreline,USA
276000.0,3.0,1.0,1140,5000,0,0,1960,Seattle,USA
460000.0,2.0,1.5,2730,19877,0,1160,1976,Duvall,USA
880000.0,3.0,2.0,2130,35169,0,0,1989,Woodinville,USA
370000.0,3.0,2.5,1780,4050,0,0,2001,Shoreline,USA
346000.0,4.0,2.5,2100,3916,0,0,2009,Renton,USA
172500.0,3.0,1.0,1140,8800,0,0,1972,Auburn,USA
379950.0,3.0,1.5,1690,9144,0,550,1956,Kenmore,USA
468000.0,2.0,1.0,1160,6000,0,300,1942,Seattle,USA
477000.0,4.0,2.75,1720,6270,0,0,1978,Seattle,USA
529000.0,3.0,1.0,1210,3328,0,0,1924,Seattle,USA
312000.0,3.0,1.5,1255,1374,0,0,2004,Seattle,USA
326100.0,2.0,1.0,880,7683,0,0,1942,Seattle,USA
360000.0,3.0,1.0,1050,9206,0,0,1954,Seattle,USA
438000.0,3.0,1.75,1650,12940,0,0,1961,Kenmore,USA
360000.0,3.0,1.0,1570,9467,0,0,1954,Shoreline,USA
1050000.0,4.0,2.5,2920,7200,0,1450,1921,Seattle,USA
688000.0,4.0,3.0,3000,4000,0,1030,1913,Seattle,USA
585000.0,3.0,1.75,1850,7735,0,0,1983,Issaquah,USA
265000.0,3.0,2.5,1440,7741,0,440,1983,Kent,USA
375000.0,3.0,1.75,1440,8775,0,0,1973,Kirkland,USA
326500.0,3.0,1.0,1810,12375,0,0,1970,Woodinville,USA
160000.0,2.0,1.0,1180,9350,0,0,1918,Seattle,USA
1570000.0,4.0,3.75,3070,5850,0,670,1927,Seattle,USA
735000.0,5.0,2.75,3390,5211,0,0,2004,Sammamish,USA
400000.0,2.0,1.0,1470,6120,0,0,1940,Seattle,USA
800000.0,4.0,2.5,2680,7200,0,1300,1952,Kirkland,USA
949880.0,4.0,2.25,2290,10687,0,0,1978,Bellevue,USA
405000.0,3.0,1.75,1980,8100,0,670,1949,Shoreline,USA
399000.0,4.0,2.5,2870,9292,0,330,1979,Renton,USA
730001.0,3.0,2.0,1840,4750,0,830,1951,Seattle,USA
1795000.0,4.0,3.25,4060,13000,0,0,2000,Mercer Island,USA
260000.0,3.0,2.0,1630,8018,0,0,2003,Pacific,USA
751750.0,2.0,2.0,1880,5400,0,0,1902,Seattle,USA
325000.0,3.0,1.75,1780,13095,0,0,1983,Kent,USA
344950.0,4.0,2.0,2330,6250,0,930,1941,Kent,USA
457500.0,3.0,1.75,1840,4030,0,790,1925,Seattle,USA
389000.0,5.0,2.0,2330,10750,0,1140,1962,Kenmore,USA
515000.0,4.0,2.5,3200,6473,0,0,2005,Renton,USA
732000.0,3.0,2.5,2330,1987,0,920,2004,Seattle,USA
415000.0,3.0,2.25,1950,8868,0,600,1964,Shoreline,USA
1655000.0,4.0,3.5,3080,4815,0,780,1937,Seattle,USA
535000.0,2.0,1.0,1040,5527,0,0,1951,Seattle,USA
540000.0,4.0,4.25,1960,3565,0,0,1940,Seattle,USA
